"","SampleID","Date","Month","Year","Individual","SampleType","NumberReads","Unit","AgeYear","AgeMonth","AgeMonth_cat","Weaned","Sex","Parity","MomRank","MomRank_cat","Season","Rain30","Rain30_cat","MinT30","MinT30_cat","ReproState","Mother","MatchedMomSample"
"LID_101813","LID_101813",2017-12-01,"12","2017","F86","Infant",225518,"C5",1.852054795,22.1639344262295,">18","Yes","Female","Multiparous",1,"High","ColdDry",27.2,"Dry",7.264285714,"Cold",NA,"F22","LID_101812"
"LID_101814","LID_101814",2017-12-04,"12","2017","F100","Infant",355073,"K",1.147945205,13.7377049180328,"12-15","No","Female","Multiparous",0.5,"Med","ColdDry",27.2,"Dry",7.217857143,"Cold",NA,"F40","LID_101815"
"LID_101817","LID_101817",2017-12-08,"12","2017","M83","Infant",356479,"V",2.468493151,29.5409836065574,">18","Yes","Male","Primiparous",0.5,"Med","ColdDry",0,"Dry",7.188461538,"Cold",NA,"F73","LID_101912"
"LID_101821","LID_101821",2017-12-06,"12","2017","F109","Infant",726992,"M2",0.904109589,10.8196721311475,"9-12","No","Female","Multiparous",0,"Low","ColdDry",12,"Dry",7.218518519,"Cold",NA,"F51","LID_101916"
"LID_101824","LID_101824",2018-01-26,"1","2018","M84","Infant",370508,"V",0.057534247,0.688524590163934,"0-3","No","Male","Multiparous",0.4,"Med","ColdDry",0,"Dry",6.254166667,"Cold",NA,"F75","LID_101731"
"LID_101826","LID_101826",2018-01-15,"1","2018","F118","Infant",332519,"M1",1.580821918,18.9180327868852,">18","No","Female","Multiparous",0.571428571428571,"Med","ColdDry",0,"Dry",5.955555556,"Cold",NA,"F44",NA
"LID_101828","LID_101828",2018-01-03,"1","2018","F110","Infant",254876,"M1",1.857534247,22.2295081967213,">18","No","Female","Primiparous",0.857142857142857,"High","ColdDry",0,"Dry",6.030769231,"Cold",NA,"F42","LID_101829"
"LID_101831","LID_101831",2016-01-28,"1","2016","M63","Infant",2465960,"J1",0.309589041,3.70491803278689,"3-6","No","Male","Multiparous",0,"Low","ColdDry",1.3,"Dry",7.2,"Cold",NA,"F37",NA
"LID_101832","LID_101832",2016-04-06,"4","2016","F108","Infant",1697998,"M1",2.112328767,25.2786885245902,">18","Yes","Female","Primiparous",0.142857142857143,"Low","HotDry",64.4,"Dry",10.76551724,"Hot",NA,"F49",NA
"LID_101834","LID_101834",2018-04-02,"4","2018","M57","Infant",408710,"D",1.956164384,23.4098360655738,">18","Yes","Male","Multiparous",0,"Low","HotDry",22.6,"Dry",8.213333333,"Cold",NA,"F25","LID_101835"
"LID_101837","LID_101837",2018-02-07,"2","2018","F98","Infant",228794,"J1",2.271232877,27.1803278688525,">18","Yes","Female","Multiparous",1,"High","HotDry",0,"Dry",6.715384615,"Cold",NA,"F36",NA
"LID_101838","LID_101838",2018-08-09,"8","2018","F110","Infant",347914,"M1",2.454794521,29.3770491803279,">18","Yes","Female","Primiparous",0.857142857142857,"High","ColdWet",467.9,"Wet",8.1125,"Cold",NA,"F42","LID_101839"
"LID_101841","LID_101841",2018-09-03,"9","2018","F90","Infant",902832,"C3",1.852054795,22.1639344262295,">18","No","Female","Multiparous",0,"Low","ColdWet",453.3,"Wet",8.003571429,"Cold",NA,"F20","LID_101840"
"LID_101843","LID_101843",2018-07-19,"7","2018","M52","Infant",536183,"C5",0.205479452,2.45901639344262,"0-3","No","Male","Multiparous",1,"High","ColdWet",476.8,"Wet",7.976,"Cold",NA,"F22","LID_101842"
"LID_101847","LID_101847",2018-08-03,"8","2018","F125","Infant",399171,"V",0.367123288,4.39344262295082,"3-6","No","Female","Multiparous",0.8,"High","ColdWet",480.9,"Wet",8.096,"Cold",NA,"F70","LID_101846"
"LID_101853","LID_101853",2018-07-03,"7","2018","M59","Infant",428397,"D",2.328767123,27.8688524590164,">18","Yes","Male","Multiparous",1,"High","ColdWet",280.8,"Wet",8.630769231,"Cold",NA,"F26","LID_101852"
"LID_101855","LID_101855",2018-07-02,"7","2018","M68","Infant",511905,"M1",0.810958904,9.70491803278689,"9-12","No","Male","Multiparous",0.857142857142857,"High","ColdWet",296.8,"Wet",8.636,"Cold",NA,"F45","LID_101854"
"LID_101856","LID_101856",2018-07-02,"7","2018","F125","Infant",452786,"V",0.279452055,3.34426229508197,"3-6","No","Female","Multiparous",0.8,"High","ColdWet",296.8,"Wet",8.636,"Cold",NA,"F70","LID_101762"
"LID_101862","LID_101862",2018-06-02,"6","2018","F91","Infant",1181946,"C5",2.098630137,25.1147540983607,">18","Yes","Female","Multiparous",0.6,"Med","ColdWet",191.7,"Dry",10.03076923,"Hot",NA,"F19","LID_103017"
"LID_101864","LID_101864",2018-06-01,"6","2018","M56","Infant",531001,"D",1.98630137,23.7704918032787,">18","Yes","Male","Multiparous",0.333333333333333,"Med","ColdWet",174.2,"Dry",10.12592593,"Hot",NA,"F27","LID_101769"
"LID_101866","LID_101866",2018-06-01,"6","2018","F96","Infant",794189,"D",2.265753425,27.1147540983607,">18","Yes","Female","Primiparous",0,"Low","ColdWet",174.2,"Dry",10.12592593,"Hot",NA,"F30","LID_101771"
"LID_101867","LID_101867",2018-05-15,"5","2018","F110","Infant",585047,"M1",2.219178082,26.5573770491803,">18","Yes","Female","Primiparous",0.857142857142857,"High","HotDry",70.5,"Dry",10.21333333,"Hot",NA,"F42","LID_101962"
"LID_101868","LID_101868",2018-05-03,"5","2018","M84","Infant",2235603,"V",0.323287671,3.86885245901639,"3-6","No","Male","Multiparous",0.4,"Med","HotDry",38.3,"Dry",9.25483871,"Hot",NA,"F75","LID_103421"
"LID_101870","LID_101870",2018-05-01,"5","2018","M56","Infant",906314,"D",1.901369863,22.7540983606557,">18","Yes","Male","Multiparous",0.333333333333333,"Med","HotDry",51.1,"Dry",9.058064516,"Hot",NA,"F27","LID_101775"
"LID_101872","LID_101872",2018-05-02,"5","2018","F87","Infant",62885,"C5",0.424657534,5.08196721311475,"3-6","No","Female","Multiparous",0.75,"High","HotDry",41.3,"Dry",9.148387097,"Hot",NA,"F17","LID_101873"
"LID_101874","LID_101874",2018-04-11,"4","2018","M84","Infant",506212,"V",0.263013699,3.14754098360656,"3-6","No","Male","Multiparous",0.4,"Med","HotDry",25.9,"Dry",8.415625,"Cold",NA,"F75","LID_101779"
"LID_101875","LID_101875",2018-04-07,"4","2018","F125","Infant",6642253,"V",0.043835616,0.524590163934426,"0-3","No","Female","Multiparous",0.8,"High","HotDry",25.9,"Dry",8.426666667,"Cold",NA,"F70","LID_101973"
"LID_101876","LID_101876",2018-03-01,"3","2018","M57","Infant",556670,"D",1.868493151,22.3606557377049,">18","Yes","Male","Multiparous",0,"Low","HotDry",2.2,"Dry",8.111111111,"Cold",NA,"F25","LID_101781"
"LID_101879","LID_101879",2018-05-03,"5","2018","M83","Infant",837062,"V",2.868493151,34.327868852459,">18","Yes","Male","Primiparous",0.5,"Med","HotDry",38.3,"Dry",9.25483871,"Hot",NA,"F73","LID_101773"
"LID_101881","LID_101881",2015-12-02,"12","2015","F89","Infant",109775,"C3",1.471232877,17.6065573770492,"15-18","No","Female","Multiparous",0.5,"Med","ColdDry",169,"Dry",7.959259259,"Cold",NA,"F20","LID_104152"
"LID_101886","LID_101886",2017-08-29,"8","2017","F129","Infant",472464,"V",2.950684932,35.3114754098361,">18","Yes","Female","Multiparous",0,"Low","ColdWet",533.2,"Wet",8.435483871,"Cold",NA,"F71","LID_101793"
"LID_101889","LID_101889",2017-07-30,"7","2017","F90","Infant",29474,"C3",0.756164384,9.04918032786885,"9-12","No","Female","Multiparous",0,"Low","ColdWet",486.4,"Wet",9.459259259,"Hot",NA,"F20","LID_101697"
"LID_101891","LID_101891",2017-06-10,"6","2017","F117","Infant",730385,"M2",0.353424658,4.22950819672131,"3-6","No","Female","Multiparous",0.75,"High","ColdWet",295.5,"Wet",9.35,"Hot",NA,"F43","LID_101890"
"LID_101895","LID_101895",2017-10-03,"10","2017","M63","Infant",251140,"J1",1.991780822,23.8360655737705,">18","No","Male","Multiparous",0,"Low","ColdDry",130.6,"Dry",8.456,"Cold",NA,"F37","LID_101894"
"LID_101897","LID_101897",2017-10-09,"10","2017","F95","Infant",102028,"D",1.791780822,21.4426229508197,">18","Yes","Female","Multiparous",0,"Low","ColdDry",146.1,"Dry",8.419230769,"Cold",NA,"F28","LID_101896"
"LID_101899","LID_101899",2017-10-21,"10","2017","F105","Infant",603276,"M2",0.147945205,1.77049180327869,"0-3","No","Female","Multiparous",1,"High","ColdDry",229.6,"Dry",8.258333333,"Cold",NA,"F47","LID_101898"
"LID_101900","LID_101900",2017-06-05,"6","2017","F90","Infant",561389,"C3",0.605479452,7.24590163934426,"6-9","No","Female","Multiparous",0,"Low","ColdWet",279.9,"Wet",9.382758621,"Hot",NA,"F20","LID_101901"
"LID_101903","LID_101903",2017-06-09,"6","2017","F110","Infant",517885,"M1",1.287671233,15.4098360655738,"15-18","No","Female","Primiparous",0.857142857142857,"High","ColdWet",303.6,"Wet",9.326666667,"Hot",NA,"F42","LID_101902"
"LID_101905","LID_101905",2016-06-05,"6","2016","M64","Infant",354845,"K",0.652054795,7.80327868852459,"6-9","No","Male","Multiparous",1,"High","ColdWet",264.4,"Dry",10.015625,"Hot",NA,"F39",NA
"LID_101906","LID_101906",2016-07-13,"7","2016","F128","Infant",537929,"V",2.550684932,30.5245901639344,">18","Yes","Female","Multiparous",1,"High","ColdWet",481.4,"Wet",8.351612903,"Cold",NA,"F69",NA
"LID_101907","LID_101907",2016-04-13,"4","2016","M83","Infant",634935,"V",0.81369863,9.73770491803279,"9-12","No","Male","Primiparous",0.5,"Med","HotDry",64.9,"Dry",10.86666667,"Hot",NA,"F73","LID_103146"
"LID_101909","LID_101909",2017-12-01,"12","2017","M51","Infant",84368,"C5",1.394520548,16.6885245901639,"15-18","No","Male","Primiparous",0,"Low","ColdDry",27.2,"Dry",7.264285714,"Cold",NA,"F23","LID_102003"
"LID_101910","LID_101910",2017-12-04,"12","2017","M63","Infant",462954,"J1",2.161643836,25.8688524590164,">18","No","Male","Multiparous",0,"Low","ColdDry",27.2,"Dry",7.217857143,"Cold",NA,"F37","LID_101911"
"LID_101914","LID_101914",2017-12-20,"12","2017","M68","Infant",1321966,"M1",0.279452055,3.34426229508197,"3-6","No","Male","Multiparous",0.857142857142857,"High","ColdDry",0,"Dry",6.364,"Cold",NA,"F45","LID_101819"
"LID_101915","LID_101915",2017-12-02,"12","2017","F90","Infant",748179,"C3",1.098630137,13.1475409836066,"12-15","No","Female","Multiparous",0,"Low","ColdDry",27.2,"Dry",7.257142857,"Cold",NA,"F20","LID_102009"
"LID_101917","LID_101917",2017-12-06,"12","2017","F117","Infant",580890,"M2",0.843835616,10.0983606557377,"9-12","No","Female","Multiparous",0.75,"High","ColdDry",12,"Dry",7.218518519,"Cold",NA,"F43","LID_102011"
"LID_101919","LID_101919",2018-02-05,"2","2018","F93","Infant",737043,"C3",1.915068493,22.9180327868852,">18","No","Female","Primiparous",0.5,"Med","HotDry",0,"Dry",6.565384615,"Cold",NA,"F21",NA
"LID_101920","LID_101920",2018-01-01,"1","2018","M61","Infant",376470,"D",1.849315068,22.1311475409836,">18","Yes","Male","Primiparous",0.833333333333333,"High","ColdDry",0,"Dry",6.169230769,"Cold",NA,"F31","LID_102016"
"LID_101922","LID_101922",2018-01-15,"1","2018","M68","Infant",478962,"M1",0.350684932,4.19672131147541,"3-6","No","Male","Multiparous",0.857142857142857,"High","ColdDry",0,"Dry",5.955555556,"Cold",NA,"F45","LID_101827"
"LID_101925","LID_101925",2018-01-11,"1","2018","F86","Infant",474611,"C5",1.964383562,23.5081967213115,">18","Yes","Female","Multiparous",1,"High","ColdDry",0,"Dry",5.942307692,"Cold",NA,"F22","LID_102114"
"LID_101926","LID_101926",2016-02-03,"2","2016","M63","Infant",674991,"J1",0.326027397,3.90163934426229,"3-6","No","Male","Multiparous",0,"Low","HotDry",0,"Dry",7.236666667,"Cold",NA,"F37",NA
"LID_101927","LID_101927",2016-02-03,"2","2016","M64","Infant",342225,"K",0.315068493,3.77049180327869,"3-6","No","Male","Multiparous",1,"High","HotDry",0,"Dry",7.236666667,"Cold",NA,"F39","LID_104129"
"LID_101928","LID_101928",2016-04-06,"4","2016","F116","Infant",290194,"M1",2.263013699,27.0819672131148,">18","Yes","Female","Multiparous",0.714285714285714,"High","HotDry",64.4,"Dry",10.76551724,"Hot",NA,"F50","LID_101739"
"LID_101929","LID_101929",2016-04-04,"4","2016","F111","Infant",4313474,"M1",2.317808219,27.7377049180328,">18","Yes","Female","Multiparous",0.571428571428571,"Med","HotDry",64.4,"Dry",10.82758621,"Hot",NA,"F44",NA
"LID_101930","LID_101930",2018-04-02,"4","2018","F95","Infant",402831,"D",2.271232877,27.1803278688525,">18","Yes","Female","Multiparous",0,"Low","HotDry",22.6,"Dry",8.213333333,"Cold",NA,"F28","LID_102309"
"LID_101933","LID_101933",2018-02-06,"2","2018","M61","Infant",1908105,"D",1.947945205,23.3114754098361,">18","Yes","Male","Primiparous",0.833333333333333,"High","HotDry",0,"Dry",6.619230769,"Cold",NA,"F31","LID_101932"
"LID_101935","LID_101935",2018-08-09,"8","2018","M65","Infant",433800,"M1",0.479452055,5.73770491803279,"3-6","No","Male","Multiparous",0.666666666666667,"Med","ColdWet",467.9,"Wet",8.1125,"Cold",NA,"F53","LID_101934"
"LID_101937","LID_101937",2018-07-25,"7","2018","F124","Infant",213100,"V",0.167123288,2,"0-3","No","Female","Primiparous",1,"High","ColdWet",420.7,"Wet",8.052,"Cold",NA,"F74",NA
"LID_101940","LID_101940",2018-08-01,"8","2018","M57","Infant",287790,"D",2.287671233,27.3770491803279,">18","Yes","Male","Multiparous",0,"Low","ColdWet",473.4,"Wet",8.112,"Cold",NA,"F25","LID_101939"
"LID_101944","LID_101944",2018-08-02,"8","2018","M51","Infant",703799,"C5",2.063013699,24.6885245901639,">18","Yes","Male","Primiparous",0,"Low","ColdWet",482.9,"Wet",8.112,"Cold",NA,"F23","LID_101943"
"LID_101946","LID_101946",2018-07-18,"7","2018","F105","Infant",475441,"M2",0.887671233,10.6229508196721,"9-12","No","Female","Multiparous",1,"High","ColdWet",476.6,"Wet",8.028,"Cold",NA,"F47","LID_101945"
"LID_101948","LID_101948",2018-07-03,"7","2018","M60","Infant",88809,"D",2.265753425,27.1147540983607,">18","Yes","Male","Primiparous",0.5,"Med","ColdWet",280.8,"Wet",8.630769231,"Cold",NA,"F24","LID_101947"
"LID_101950","LID_101950",2018-07-02,"7","2018","M55","Infant",717820,"C5",2.457534247,29.4098360655738,">18","Yes","Male","Multiparous",0.4,"Med","ColdWet",296.8,"Wet",8.636,"Cold",NA,"F16","LID_101949"
"LID_101951","LID_101951",2018-07-02,"7","2018","M66","Infant",930707,"M1",1.473972603,17.6393442622951,"15-18","No","Male","Multiparous",0,"Low","ColdWet",296.8,"Wet",8.636,"Cold",NA,"F48","LID_101857"
"LID_101953","LID_101953",2018-06-04,"6","2018","F100","Infant",568739,"K",1.646575342,19.7049180327869,">18","Yes","Female","Multiparous",0.5,"Med","ColdWet",193.7,"Dry",10.03461538,"Hot",NA,"F40","LID_101859"
"LID_101957","LID_101957",2018-06-02,"6","2018","F93","Infant",7785649,"C3",2.235616438,26.7540983606557,">18","Yes","Female","Primiparous",0.5,"Med","ColdWet",191.7,"Dry",10.03076923,"Hot",NA,"F21","LID_101863"
"LID_101960","LID_101960",2018-03-29,"3","2018","F110","Infant",488154,"M1",2.090410959,25.016393442623,">18","Yes","Female","Primiparous",0.857142857142857,"High","HotDry",4.6,"Dry",8.267857143,"Cold",NA,"F42","LID_101959"
"LID_101965","LID_101965",2018-05-01,"5","2018","F90","Infant",339224,"C3",1.509589041,18.0655737704918,">18","No","Female","Multiparous",0,"Low","HotDry",51.1,"Dry",9.058064516,"Hot",NA,"F20","LID_101871"
"LID_101968","LID_101968",2018-04-17,"4","2018","F110","Infant",345886,"M1",2.142465753,25.6393442622951,">18","Yes","Female","Primiparous",0.857142857142857,"High","HotDry",25.9,"Dry",8.646875,"Cold",NA,"F42","LID_101967"
"LID_101970","LID_101970",2018-04-10,"4","2018","F117","Infant",374528,"M2",1.18630137,14.1967213114754,"12-15","No","Female","Multiparous",0.75,"High","HotDry",25.9,"Dry",8.416129032,"Cold",NA,"F43","LID_101969"
"LID_101971","LID_101971",2018-03-01,"3","2018","M59","Infant",265212,"D",1.989041096,23.8032786885246,">18","Yes","Male","Multiparous",1,"High","HotDry",2.2,"Dry",8.111111111,"Cold",NA,"F26","LID_101877"
"LID_101975","LID_101975",2015-12-03,"12","2015","F85","Infant",288702,"C5",2.506849315,30,">18","Yes","Female","Multiparous",1,"High","ColdDry",167.6,"Dry",7.922222222,"Cold",NA,"F89",NA
"LID_101976","LID_101976",2015-12-16,"12","2015","M81","Infant",242481,"V",2.421917808,28.983606557377,">18","Yes","Male","Primiparous",0.666666666666667,"Med","ColdDry",57.8,"Dry",7.162068966,"Cold",NA,"F70","LID_104154"
"LID_101977","LID_101977",2018-01-29,"1","2018","F90","Infant",522764,"C3",1.257534247,15.0491803278689,"15-18","No","Female","Multiparous",0,"Low","ColdDry",0,"Dry",6.296153846,"Cold",NA,"F20","LID_101883"
"LID_101979","LID_101979",2017-08-21,"8","2017","M57","Infant",173659,"D",1.342465753,16.0655737704918,"15-18","Yes","Male","Multiparous",0,"Low","ColdWet",570.4,"Wet",8.580645161,"Cold",NA,"F25","LID_101885"
"LID_101981","LID_101981",2017-08-31,"8","2017","F90","Infant",338573,"C3",0.843835616,10.0983606557377,"9-12","No","Female","Multiparous",0,"Low","ColdWet",522.7,"Wet",8.364516129,"Cold",NA,"F20","LID_101887"
"LID_101984","LID_101984",2017-06-10,"6","2017","F109","Infant",255766,"M2",0.41369863,4.95081967213115,"3-6","No","Female","Multiparous",0,"Low","ColdWet",295.5,"Wet",9.35,"Hot",NA,"F51","LID_102173"
"LID_101988","LID_101988",2017-08-09,"8","2017","M59","Infant",356392,"D",1.430136986,17.1147540983607,"15-18","Yes","Male","Multiparous",1,"High","ColdWet",544.4,"Wet",8.682758621,"Cold",NA,"F26",NA
"LID_101990","LID_101990",2017-10-03,"10","2017","F98","Infant",68059,"J1",1.923287671,23.016393442623,">18","No","Female","Multiparous",1,"High","ColdDry",130.6,"Dry",8.456,"Cold",NA,"F36","LID_101989"
"LID_101991","LID_101991",2017-10-03,"10","2017","F92","Infant",102518,"C3",0.506849315,6.0655737704918,"6-9","No","Female","Multiparous",1,"High","ColdDry",130.6,"Dry",8.456,"Cold",NA,"F18","LID_101695"
"LID_101993","LID_101993",2017-10-20,"10","2017","M61","Infant",672347,"D",1.649315068,19.7377049180328,">18","Yes","Male","Primiparous",0.833333333333333,"High","ColdDry",232.1,"Dry",8.25,"Cold",NA,"F31","LID_101994"
"LID_101995","LID_101995",2017-06-06,"6","2017","M51","Infant",483084,"C5",0.906849315,10.8524590163934,"9-12","No","Male","Primiparous",0,"Low","ColdWet",304.9,"Wet",9.376666667,"Hot",NA,"F23","LID_101996"
"LID_101998","LID_101998",2017-06-09,"6","2017","F115","Infant",406879,"M2",1.547945205,18.5245901639344,">18","Yes","Female","Multiparous",1,"High","ColdWet",303.6,"Wet",9.326666667,"Hot",NA,"F47","LID_101997"
"LID_101999","LID_101999",2016-06-07,"6","2016","F96","Infant",130470,"D",0.282191781,3.37704918032787,"3-6","No","Female","Primiparous",0,"Low","ColdWet",253,"Dry",10.13125,"Hot",NA,"F30","LID_104147"
"LID_102000","LID_102000",2016-06-10,"6","2016","F88","Infant",500078,"C3",0.654794521,7.83606557377049,"6-9","No","Female","Multiparous",1,"High","ColdWet",166.4,"Dry",10.253125,"Hot",NA,"F18",NA
"LID_102001","LID_102001",2016-04-13,"4","2016","F127","Infant",657908,"V",1.512328767,18.0983606557377,">18","Yes","Female","Multiparous",0.166666666666667,"Low","HotDry",64.9,"Dry",10.86666667,"Hot",NA,"F72","LID_103069"
"LID_102002","LID_102002",2016-04-09,"4","2016","F126","Infant",612710,"V",1.35890411,16.2622950819672,"15-18","No","Female","Multiparous",0.833333333333333,"High","HotDry",64.4,"Dry",10.8,"Hot",NA,"F68",NA
"LID_102004","LID_102004",2017-12-02,"12","2017","F95","Infant",682385,"D",1.939726027,23.2131147540984,">18","Yes","Female","Multiparous",0,"Low","ColdDry",27.2,"Dry",7.257142857,"Cold",NA,"F28","LID_101720"
"LID_102005","LID_102005",2017-12-04,"12","2017","F98","Infant",222638,"J1",2.093150685,25.0491803278689,">18","No","Female","Multiparous",1,"High","ColdDry",27.2,"Dry",7.217857143,"Cold",NA,"F36","LID_102006"
"LID_102008","LID_102008",2017-12-09,"12","2017","F90","Infant",760194,"C3",1.117808219,13.3770491803279,"12-15","No","Female","Multiparous",0,"Low","ColdDry",0,"Dry",7.138461538,"Cold",NA,"F20","LID_101816"
"LID_102010","LID_102010",2017-12-02,"12","2017","M59","Infant",374092,"D",1.745205479,20.8852459016393,">18","Yes","Male","Multiparous",1,"High","ColdDry",27.2,"Dry",7.257142857,"Cold",NA,"F26","LID_102103"
"LID_102012","LID_102012",2017-12-05,"12","2017","F110","Infant",494513,"M1",1.778082192,21.2786885245902,">18","No","Female","Primiparous",0.857142857142857,"High","ColdDry",21.8,"Dry",7.207142857,"Cold",NA,"F42","LID_102105"
"LID_102014","LID_102014",2018-02-05,"2","2018","M51","Infant",557482,"C5",1.575342466,18.8524590163934,">18","No","Male","Primiparous",0,"Low","HotDry",0,"Dry",6.565384615,"Cold",NA,"F23","LID_102013"
"LID_102017","LID_102017",2018-01-16,"1","2018","F105","Infant",525608,"M2",0.38630137,4.62295081967213,"3-6","No","Female","Multiparous",1,"High","ColdDry",0,"Dry",5.977777778,"Cold",NA,"F47","LID_101923"
